City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,chapais,49.7834,-74.8492,21.43,94,96,10.33,CA,1680574151
293,kummersbruck,49.4192,11.8883,30.11,75,6,4.07,DE,1680574152
294,ola,59.5833,151.2833,28.15,75,9,6.4,RU,1680574153
295,iquique,-20.2208,-70.1431,78.84,84,6,1.3,CL,1680574100
296,mukono,0.3533,32.7553,61.59,97,100,1.07,UG,1680574153
297,necochea,-38.5473,-58.7368,60.93,83,57,7.81,AR,1680574154
298,elko,41.0002,-115.5012,25.23,67,100,11.01,US,1680574155
299,murgab,37.4966,61.9714,50.81,75,100,10.02,TM,1680574156
300,carbonia,39.1672,8.5222,47.05,88,6,5.82,IT,1680573927
301,tilhar,27.9833,79.7333,75.74,40,24,4.23,IN,1680574157
302,hay river,60.8156,-115.7999,9.66,94,67,1.63,CA,1680574158
303,labrea,-7.2586,-64.7981,73.0,97,76,2.35,BR,1680574074
304,yulara,-25.2406,130.9889,83.62,35,100,7.18,AU,1680574159
305,rabo de peixe,37.8,-25.5833,54.91,82,20,8.05,PT,1680574159
306,wembley,-31.9333,115.8,72.68,69,20,8.05,AU,1680574160
307,hudson bay,52.85,-102.3842,9.43,92,100,5.14,CA,1680574160
308,ribnitz-damgarten,54.25,12.4667,30.11,61,100,2.26,DE,1680574100
309,bayir,37.2687,28.2167,57.72,45,86,25.26,TR,1680574162
310,hagere selam,6.4833,38.5167,46.85,89,63,1.63,ET,1680574163
311,pionerskiy,54.9508,20.2275,31.84,62,9,15.9,RU,1680574163
312,airai,-8.9266,125.4092,72.57,58,85,2.24,TL,1680574163
313,reigate,51.2376,-0.2078,38.86,71,0,4.61,GB,1680574164
314,orzhytsya,49.7918,32.7012,42.35,90,100,8.9,UA,1680574164
315,tuy hoa,13.0833,109.3,85.42,66,14,5.46,VN,1680574165
316,klyuchi,52.2667,79.1667,36.1,46,0,5.91,RU,1680574165
317,vila,42.0304,-8.1588,44.71,69,100,4.09,PT,1680574165
318,samarai,-10.6167,150.6667,83.68,75,100,8.34,PG,1680574166
319,oriximina,-1.7656,-55.8661,74.07,93,92,2.06,BR,1680574166
320,grand forks,47.9417,-97.4337,19.13,86,100,16.11,US,1680574044
321,matamoros,25.5333,-103.25,89.71,14,75,5.75,MX,1680574166
322,zhangye,38.9342,100.4517,35.94,59,100,24.32,CN,1680574134
323,clyde river,70.4692,-68.5914,-11.42,83,3,6.44,CA,1680574159
324,derzhavinsk,51.1,66.3167,36.81,64,60,10.65,KZ,1680574167
325,charters towers,-20.1,146.2667,85.19,54,28,4.16,AU,1680574168
326,kavaratti,10.5669,72.642,81.21,71,100,8.08,IN,1680574168
327,tres arroyos,-38.3739,-60.2798,58.93,86,64,7.18,AR,1680574168
328,yaguachi,-2.1167,-79.6833,82.38,98,100,2.3,EC,1680574169
329,greeneville,36.1632,-82.831,59.88,51,100,4.61,US,1680574164
330,ereymentau,51.6199,73.1033,36.63,41,0,5.59,KZ,1680574169
331,vadso,70.0744,29.7487,28.56,80,100,18.41,NO,1680574170
332,port hedland,-20.3167,118.5667,89.65,62,45,4.61,AU,1680574170
333,kawalu,-7.3817,108.2082,80.46,75,100,1.14,ID,1680574171
334,adelanto,34.5828,-117.4092,42.98,33,0,31.94,US,1680574171
335,portland,45.5234,-122.6762,47.73,78,75,3.44,US,1680573939
336,palmer,42.1584,-72.3287,48.42,65,75,10.36,US,1680574172
337,marsa matruh,31.3525,27.2453,61.7,83,0,15.59,EG,1680574172
338,inyonga,-6.7167,32.0667,62.06,98,100,2.17,TZ,1680574173
339,vila velha,-20.3297,-40.2925,76.95,78,75,5.75,BR,1680574014
340,puerto del rosario,28.5004,-13.8627,64.15,77,20,18.41,ES,1680574173
341,kropotkin,45.4375,40.5756,45.97,91,17,3.44,RU,1680574174
342,san luis,-33.295,-66.3356,65.53,75,100,11.21,AR,1680574175
343,yanam,16.7333,82.2167,82.13,76,100,2.75,IN,1680574175
344,durres,41.3231,19.4414,50.18,84,100,12.66,AL,1680574176
345,okha,53.5739,142.9478,29.46,94,100,19.71,RU,1680574176
346,aripuana,-9.1667,-60.6333,71.92,93,100,2.3,BR,1680574177
347,talnakh,69.4865,88.3972,-12.8,96,100,7.54,RU,1680574177
348,richards bay,-28.783,32.0377,72.43,75,100,14.92,ZA,1680574178
349,havre-saint-pierre,50.2334,-63.5986,27.61,76,100,7.58,CA,1680574106
350,havre,49.5833,0.3333,37.17,75,0,5.75,FR,1680574179
351,eureka,40.8021,-124.1637,47.93,74,35,7.0,US,1680574179
352,pokhara,28.2333,83.9833,71.04,36,26,0.47,NP,1680574180
353,sokoto,13.0609,5.239,80.33,9,13,6.6,NG,1680574180
354,teluk nibung,3.001,99.8164,79.14,81,100,4.45,ID,1680574180
355,tual,-5.6667,132.75,80.6,77,100,8.14,ID,1680574035
356,rocha,-34.4833,-54.3333,61.34,90,100,1.05,UY,1680574180
357,socorro,31.6546,-106.3033,76.32,4,0,24.16,US,1680574181
358,burlington,39.8835,-74.6413,55.53,77,0,10.36,US,1680574178
359,sept-iles,50.2001,-66.3821,28.06,89,100,1.99,CA,1680574181
360,batagay-alyta,67.8006,130.4114,11.21,69,100,1.48,RU,1680574181
361,pueblo,38.2545,-104.6091,67.48,16,94,5.99,US,1680574020
362,nome,64.5011,-165.4064,15.87,73,100,3.44,US,1680574182
363,chornobay,49.6708,32.3239,40.66,91,100,9.69,UA,1680574183
364,vestmannaeyjar,63.4427,-20.2734,46.35,90,100,28.52,IS,1680574183
365,faanui,-16.4833,-151.75,82.62,72,99,8.28,PF,1680574184
366,san juan,-31.5375,-68.5364,74.57,43,100,7.09,AR,1680574161
367,bireun,5.203,96.7009,82.17,73,83,3.71,ID,1680574184
368,yichun,47.7,128.9,37.47,21,13,13.4,CN,1680574184
369,saint-leu,-21.15,55.2833,74.26,91,91,3.98,RE,1680574161
370,presidencia roque saenz pena,-26.7852,-60.4388,79.83,44,46,5.53,AR,1680574185
371,beni,0.5,29.4667,62.1,97,100,4.79,CD,1680574185
372,pandan,14.0453,124.1694,80.47,65,100,12.93,PH,1680574186
373,nouadhibou,20.931,-17.0347,67.98,73,98,25.32,MR,1680574120
374,vardo,70.3705,31.1107,31.53,81,100,19.46,NO,1680574186
375,namibe,-15.1961,12.1522,74.77,78,35,6.4,AO,1680574186
376,banff,51.1762,-115.5698,22.35,92,94,4.18,CA,1680574002
377,constitucion,-35.3333,-72.4167,57.38,68,3,11.7,CL,1680574186
378,bilma,18.6853,12.9164,75.42,8,94,6.2,NE,1680574187
379,tamale,9.4008,-0.8393,84.18,56,54,9.98,GH,1680574187
380,shimoda,34.6667,138.95,61.11,53,0,7.14,JP,1680574164
381,sobolevo,54.4299,31.8996,32.85,99,100,6.46,RU,1680574187
382,vysokogornyy,50.1167,139.15,38.07,63,47,18.59,RU,1680574187
383,port blair,11.6667,92.75,82.44,74,40,2.3,IN,1680574188
384,ugoofaaru,5.6667,73.0,81.05,72,7,5.39,MV,1680574188
385,mattru,7.6244,-11.8332,75.83,83,100,3.15,SL,1680574188
386,bam,29.106,58.357,59.94,13,0,3.29,IR,1680574188
387,harnosand,62.6323,17.9379,26.6,89,98,4.99,SE,1680574188
388,guerrero negro,27.9769,-114.0611,57.07,71,3,23.85,MX,1680574189
389,porangatu,-13.4408,-49.1486,67.69,95,84,3.22,BR,1680574189
390,luderitz,-26.6481,15.1594,62.69,63,0,14.58,NA,1680574189
391,salalah,17.0151,54.0924,84.29,21,20,9.22,OM,1680574069
392,ilhabela,-23.7781,-45.3581,72.34,83,11,7.96,BR,1680574190
393,umm lajj,25.0213,37.2685,75.2,37,51,3.29,SA,1680574140
394,fayaoue,-20.65,166.5333,81.27,78,73,6.26,NC,1680574190
395,buinsk,54.95,48.2833,42.8,60,9,6.11,RU,1680574190
396,quatre cocos,-20.2078,57.7625,75.09,83,90,6.4,MU,1680574191
397,kloulklubed,7.0419,134.2556,82.2,76,100,8.77,PW,1680574191
398,kimbe,-5.5502,150.1429,88.97,61,64,6.15,PG,1680574192
399,kudahuvadhoo,2.6708,72.8944,81.66,68,3,2.1,MV,1680574192
400,brigantine,39.4101,-74.3646,53.01,87,0,12.66,US,1680574192
401,esperance,-33.8667,121.9,68.09,73,100,10.67,AU,1680574192
402,moranbah,-22.0016,148.0466,83.19,55,11,7.07,AU,1680574192
403,wenatchee,47.4235,-120.3103,50.29,32,0,18.41,US,1680574078
404,taybad,34.74,60.7756,48.9,61,0,5.5,IR,1680574192
405,mount hagen,-5.8581,144.2274,74.64,57,100,3.74,PG,1680574193
406,thanh hoa,19.8,105.7667,84.97,62,4,6.38,VN,1680574193
407,los llanos de aridane,28.6585,-17.9182,64.15,84,100,17.27,ES,1680574193
408,shizunai,42.3339,142.3669,46.89,59,78,3.51,JP,1680574193
409,rio grande,-32.035,-52.0986,66.31,76,100,7.07,BR,1680574193
410,wukari,7.85,9.7833,82.22,67,100,9.35,NG,1680574193
411,ler,8.3018,30.1418,79.93,16,18,5.44,SS,1680574193
412,farap,39.1704,63.6116,53.85,53,100,11.07,TM,1680574194
413,corowa,-36.0333,146.3833,78.42,52,7,6.22,AU,1680574194
414,melun,48.5,2.75,40.75,77,0,6.91,FR,1680574194
415,pedro leopoldo,-19.6181,-44.0431,71.17,78,0,9.22,BR,1680574194
416,vanderhoof,54.0166,-124.0198,32.02,83,99,2.44,CA,1680574194
417,jiayuguan,39.8167,98.3,28.54,73,100,14.94,CN,1680574033
418,pimentel,-6.8367,-79.9342,80.89,83,75,8.05,PE,1680574195
419,salinopolis,-0.6136,-47.3561,75.56,91,100,5.97,BR,1680574195
420,kondinskoye,59.6481,67.41,31.69,92,100,13.15,RU,1680574195
421,cuamba,-14.8031,36.5372,63.73,97,11,1.86,MZ,1680574195
422,aukra,62.7925,6.919,37.76,87,100,6.91,NO,1680574195
423,fortuna,40.5982,-124.1573,47.66,74,38,4.0,US,1680574196
424,saint-honore,48.5334,-71.0824,30.29,92,100,1.45,CA,1680574196
425,henties bay,-22.116,14.2845,60.94,88,0,8.46,NA,1680574141
426,nauta,-4.5061,-73.5757,73.4,98,99,1.54,PE,1680574196
427,half moon bay,37.4636,-122.4286,52.03,66,0,27.63,US,1680574110
428,takoradi,4.8845,-1.7554,79.68,84,98,5.86,GH,1680574197
429,kamaishi,39.2667,141.8833,56.39,49,1,6.29,JP,1680574171
430,pemberton,50.3164,-122.8027,41.95,67,93,4.7,CA,1680574197
431,paamiut,61.994,-49.6678,33.37,75,100,4.25,GL,1680574197
432,chengde,40.9725,117.9361,48.06,32,100,11.65,CN,1680574197
433,port-gentil,-0.7193,8.7815,80.85,78,100,7.31,GA,1680574197
434,cefalu,38.0386,14.0229,56.53,76,95,3.0,IT,1680574198
435,svetlaya,46.5389,138.3297,48.87,50,100,9.15,RU,1680574198
436,ribeira grande,38.5167,-28.7,55.78,81,100,5.01,PT,1680574198
437,cap malheureux,-19.9842,57.6142,75.47,82,89,1.99,MU,1680574198
438,mnogovershinnyy,53.9353,139.9242,27.75,63,84,19.01,RU,1680574199
439,nemuro,43.3236,145.575,40.08,65,99,14.67,JP,1680574128
440,bandarbeyla,9.4942,50.8122,80.82,74,100,10.45,SO,1680574199
441,envira,-7.3,-70.2167,69.76,96,100,2.24,BR,1680574199
442,guatire,10.4762,-66.5427,78.21,98,48,2.04,VE,1680574199
443,fereydunshahr,32.941,50.121,34.39,67,0,1.95,IR,1680574199
444,krasnosilka,46.6226,30.7742,43.21,89,97,9.98,UA,1680574200
445,lodja,-3.4833,23.4333,66.04,99,100,0.36,CD,1680574200
446,chiriqui grande,8.95,-82.1167,77.09,88,99,2.17,PA,1680574200
447,touros,-5.1989,-35.4608,78.28,80,59,7.18,BR,1680574200
448,rincon,32.296,-81.2354,69.85,89,100,5.75,US,1680574201
449,broome,42.2506,-75.833,53.98,58,100,8.05,US,1680574202
450,strezhevoy,60.7333,77.5889,16.68,73,100,9.84,RU,1680574202
451,hovd,48.0056,91.6419,23.27,11,0,1.45,MN,1680574204
452,salinas,36.6777,-121.6555,52.41,63,0,24.16,US,1680574205
453,bukachacha,52.9833,116.9167,23.99,46,0,8.86,RU,1680574206
454,okitipupa,6.5047,4.7839,75.99,96,100,1.52,NG,1680574207
455,jacareacanga,-6.2222,-57.7528,71.6,99,99,1.36,BR,1680574208
456,port-cartier,50.0334,-66.8654,27.75,97,100,5.99,CA,1680574209
457,severo-kurilsk,50.6789,156.125,33.98,82,60,11.34,RU,1680574209
458,dangtu,31.5723,118.4928,60.71,98,100,6.51,CN,1680574210
459,anloga,5.7947,0.8973,81.91,75,100,8.99,GH,1680574210
460,santo antonio do leverger,-15.8656,-56.0767,75.58,79,39,4.47,BR,1680574211
461,alamos,27.0167,-108.9333,72.57,16,100,3.2,MX,1680574212
462,yumen,40.2833,97.2,31.39,29,100,19.04,CN,1680574213
463,saint-pierre,-21.3393,55.4781,74.88,73,0,5.75,RE,1680574214
464,amapa,1.0,-52.0,70.03,94,57,2.62,BR,1680574215
465,plouzane,48.3833,-4.6167,41.05,93,4,5.75,FR,1680574216
466,kaka,37.3482,59.6143,48.78,75,100,4.07,TM,1680574216
467,kajaani,64.2273,27.7285,-0.35,85,0,1.14,FI,1680574218
468,honiara,-9.4333,159.95,87.93,66,100,7.27,SB,1680574219
469,tequixquitla,19.3278,-97.65,68.68,33,39,3.74,MX,1680574219
470,christchurch,-43.5333,172.6333,69.42,59,7,4.61,NZ,1680574003
471,matagami,49.7502,-77.6328,14.11,73,20,14.97,CA,1680574220
472,magaria,12.9983,8.9099,74.79,9,13,7.0,NE,1680574221
473,sakakah,29.9697,40.2064,61.68,22,0,7.23,SA,1680574221
474,skjervoy,70.0311,20.9714,35.6,86,99,27.13,NO,1680574223
475,chivilcoy,-34.8957,-60.0167,60.39,93,100,5.82,AR,1680574224
476,kahului,20.8947,-156.47,82.42,69,40,19.57,US,1680574045
477,rio cuarto,-33.1307,-64.3499,65.48,88,0,0.0,AR,1680573955
478,fort-shevchenko,44.5086,50.263,47.1,78,100,3.29,KZ,1680574228
479,qui nhon,13.7667,109.2333,83.01,71,17,8.57,VN,1680574229
480,sulangan,11.1373,123.7228,80.98,76,32,11.43,PH,1680574229
481,plettenberg bay,-34.0527,23.3716,59.41,82,99,5.93,ZA,1680574045
482,saint simons,31.1352,-81.3901,75.24,90,100,0.0,US,1680574232
483,swan river,52.1058,-101.2676,10.29,92,100,6.96,CA,1680574232
484,atikokan,48.7555,-91.6216,23.05,89,100,9.91,CA,1680574233
485,taganak,6.0833,118.3,82.89,72,90,9.6,PH,1680574233
486,blythe,33.6103,-114.5964,62.04,20,52,21.39,US,1680574234
487,upata,8.0086,-62.3989,74.19,73,16,7.61,VE,1680574074
488,coihaique,-45.5752,-72.0662,56.01,71,100,3.44,CL,1680574234
489,falavarjan,32.5553,51.5097,34.81,28,0,2.24,IR,1680574235
490,panguipulli,-39.6333,-72.3333,47.17,74,5,2.77,CL,1680574235
491,iqaluit,63.7506,-68.5145,-2.25,78,100,11.56,CA,1680574236
492,ixtapa,20.7,-105.2,75.22,78,40,0.0,MX,1680574236
493,powell,40.1578,-83.0752,59.0,80,40,4.61,US,1680574236
494,manokwari,-0.8667,134.0833,82.96,73,93,8.95,ID,1680574140
495,kailua,21.4022,-157.7394,82.38,75,12,5.01,US,1680574237
496,antsohihy,-14.8796,47.9875,73.29,96,97,2.51,MG,1680574238
497,saint albans,51.75,-0.3333,36.3,87,0,3.44,GB,1680574238
498,sao gabriel da cachoeira,-0.1303,-67.0892,73.29,96,95,1.54,BR,1680574239
499,baykit,61.67,96.37,22.39,88,100,10.09,RU,1680574143
500,vao,-22.6667,167.4833,78.51,81,15,8.05,NC,1680574240
501,saravan,39.7196,45.6483,40.8,77,81,1.63,AM,1680574240
502,przasnysz,53.0191,20.8803,28.38,82,19,7.94,PL,1680574240
503,shevchenkove,49.6959,37.1735,43.86,96,93,6.87,UA,1680574240
504,harper,4.375,-7.7169,77.34,89,100,2.91,LR,1680574241
505,ballina,-28.8667,153.5667,72.79,79,90,13.67,AU,1680574181
506,ardabil,38.2498,48.2933,36.95,93,40,6.91,IR,1680574241
507,erenhot,43.6475,111.9767,34.7,34,100,19.33,CN,1680574241
508,olafsvik,64.8945,-23.7142,43.14,97,100,20.04,IS,1680574102
509,lancaster,40.2504,-76.2499,56.7,73,0,5.75,US,1680573741
510,lithgow,-33.4833,150.15,63.3,60,78,5.86,AU,1680574241
511,ovsyanka,55.9575,92.5519,33.22,82,100,12.8,RU,1680574242
512,akureyri,65.6835,-18.0878,39.74,94,98,7.02,IS,1680574242
513,joacaba,-27.1781,-51.5047,62.64,78,21,3.02,BR,1680574242
514,san jose,37.3394,-121.895,52.88,53,20,23.0,US,1680573772
515,athens,37.9795,23.7162,55.67,86,75,14.0,GR,1680573586
516,kabare,-2.4683,28.8242,61.47,93,96,0.69,CD,1680574242
517,alyangula,-13.8483,136.4192,88.63,52,11,8.84,AU,1680574242
518,pljevlja,43.3333,19.3333,30.0,97,100,8.79,ME,1680574243
519,petrolina,-9.3986,-40.5008,80.65,54,0,6.91,BR,1680574243
520,divnomorskoye,44.5011,38.1353,48.99,93,47,5.86,RU,1680574243
521,madimba,-10.4,40.3333,74.86,92,32,6.69,TZ,1680574244
522,kongolo,-5.3833,27.0,69.57,97,100,1.7,CD,1680574244
523,lubumbashi,-11.6609,27.4794,62.11,99,100,2.13,CD,1680574244
524,lindsay,36.203,-119.0882,52.66,32,40,13.8,US,1680574245
525,ribeira brava,32.65,-17.0667,63.23,60,13,11.7,PT,1680574245
526,kidal,18.4411,1.4078,76.82,8,0,9.4,ML,1680574245
527,wanning,18.8003,110.3967,81.68,76,48,15.82,CN,1680574245
528,alenquer,-1.9417,-54.7383,73.27,95,81,2.77,BR,1680574246
529,simao dias,-10.7383,-37.8111,71.37,93,100,4.9,BR,1680574246
530,svetlyy,54.675,20.1347,32.05,66,9,10.2,RU,1680574246
531,tocopilla,-22.092,-70.1979,73.15,83,0,4.74,CL,1680574247
532,katsuura,35.1333,140.3,58.89,51,0,10.87,JP,1680574247
533,husavik,66.0449,-17.3389,36.28,96,100,10.51,IS,1680574247
534,havelock,34.8791,-76.9013,67.98,88,75,8.05,US,1680574247
535,goure,13.9835,10.2704,73.29,8,7,6.62,NE,1680574247
536,maba,24.6841,113.5984,71.38,95,100,3.49,CN,1680574248
537,soldotna,60.4878,-151.0583,32.07,80,0,9.22,US,1680574248
538,santiago,-33.4569,-70.6483,69.85,62,0,8.05,CL,1680574202
539,vila franca do campo,37.7167,-25.4333,55.81,78,66,5.21,PT,1680574248
540,yining,29.0361,114.5636,66.16,92,100,0.94,CN,1680574248
541,bronnoysund,65.4625,12.1997,33.8,93,68,2.3,NO,1680574249
542,guasdualito,7.2424,-70.7324,79.0,66,6,4.43,VE,1680574249
543,marzuq,14.4,46.4667,71.65,74,54,4.12,YE,1680574168
544,zholymbet,51.7433,71.7122,36.68,47,0,6.15,KZ,1680574249
545,inuvik,68.3499,-133.7218,10.72,92,79,3.33,CA,1680574250
546,muroto,33.2833,134.15,60.69,64,43,6.91,JP,1680574250
547,itum-kale,42.7356,45.5758,46.31,83,52,1.95,RU,1680574250
548,yima,34.7381,111.8839,46.31,84,100,3.6,CN,1680574250
549,guayaramerin,-10.8368,-65.3614,72.9,98,100,2.26,BO,1680574250
550,comodoro rivadavia,-45.8667,-67.5,64.26,34,0,5.75,AR,1680574126
551,lloydminster,53.2835,-110.0016,22.82,96,100,5.86,CA,1680574251
552,rosarito,32.3333,-117.0333,55.26,59,0,25.03,MX,1680574211
553,whitehorse,60.7161,-135.0538,32.02,72,58,3.31,CA,1680574251
554,gwadar,25.1216,62.3254,73.38,67,0,10.76,PK,1680574204
555,banepa,27.6298,85.5214,57.52,77,20,2.3,NP,1680574251
556,wajima,37.4,136.9,55.54,58,99,6.53,JP,1680574124
557,batemans bay,-35.7167,150.1833,70.11,49,14,8.32,AU,1680574251
558,cayenne,4.9333,-52.3333,77.04,83,75,2.3,GF,1680574251
559,shanghai,31.2222,121.4581,64.27,74,75,26.84,CN,1680574095
560,qaqortoq,60.7167,-46.0333,29.46,79,95,4.29,GL,1680574252
561,tilichiki,60.4667,166.1,14.31,88,100,11.48,RU,1680574252
562,shubarkuduk,49.1447,56.4872,42.57,50,86,10.8,KZ,1680574252
563,atakpame,7.5333,1.1333,75.58,81,100,4.85,TG,1680574252
564,boyuibe,-20.4167,-63.2833,71.33,82,100,6.58,BO,1680574252
565,leshukonskoye,64.8989,45.7622,7.59,95,85,4.47,RU,1680574252
566,stabat,3.761,98.4513,82.6,78,100,1.39,ID,1680574252
567,abalak,58.1286,68.5944,31.5,95,92,4.34,RU,1680574253
568,jawhar,2.7809,45.5005,78.84,80,1,5.79,SO,1680574220
569,ondjiva,-17.0667,15.7333,67.37,66,61,5.64,AO,1680574253
570,estepa,37.2926,-4.879,48.04,64,95,6.67,ES,1680574253
571,hamilton,39.1834,-84.5333,66.29,57,0,13.8,US,1680574253
572,huanren,41.2647,125.3667,58.78,38,100,2.66,CN,1680574253
573,tabriz,38.08,46.2919,40.46,70,20,4.61,IR,1680574203
574,bima,-8.4667,118.7167,80.44,86,100,3.11,ID,1680573967
575,usinsk,65.9939,57.5281,-3.89,99,9,3.38,RU,1680574254
576,tome,-36.6167,-72.95,54.21,63,0,5.35,CL,1680574077
577,teguise,29.0605,-13.564,61.02,72,20,18.41,ES,1680574000
578,manawar,22.2333,75.0833,79.75,31,4,8.93,IN,1680574254
579,portree,57.4129,-6.1942,45.52,82,100,10.96,GB,1680574254
580,vysokovsk,56.3167,36.55,39.72,99,100,3.13,RU,1680574254
581,norrtalje,59.758,18.705,25.02,85,75,2.37,SE,1680574254
